21. EDIBLE FUNGI	"Blewitt; bunashimeji; Chinese mushroom; enoki; hime-matsutake; hirmeola; maitake; morel; nameko; net bearing; oyster mushroom; pom pom; reishi mushroom; Rodman�s agaricus; Shiitake mushroom, shimeji; stropharia; truffle; white button mushroom; white jelly fungi"
"22. STALK, STEM AND LEAF PETIOLE VEGETABLE GROUP"	"Agave; aloe vera; asparagus; bamboo, shoots; cardoon; celery; celery, Chinese; celtuce; fennel, Florence, fresh leaves and stalk; fern, edible, fiddlehead; fuki; kale, sea; kohlrabi; palm hearts; prickly pear, pads; prickly pear, Texas, pads; rhubarb; udo; zuiki; cultivars, varieties, and hybrids of these commodities."
22A. Stalk and stem vegetable subgroup	"Agave; aloe vera; asparagus; bamboo, shoots; celtuce; fennel, Florence, fresh leaves and stalk; fern, edible,fiddlehead; kale, sea; kohlrabi; palm hearts; prickly pear, pads; prickly pear, Texas, pads; cultivars, varieties, and hybrids of these commodities."
22B. Leaf petiole vegetable subgroup	"Cardoon; celery; celery, Chinese; fuki; rhubarb; udo; zuiki; cultivars, varieties, and hybrids of these commodities."
"23. TROPICAL AND SUBTROPICAL FRUIT, EDIBLE PEEL GROUP"	"Acai; acerola; achachairu; African plum; agritos; almondette; ambarella; apak palm; appleberry; araza; arbutus berry; babaco; bacaba palm; bacaba-de-leque; bayberry, red; bignay; bilimbi; borojo; breadnut; cabeluda; cajou, fruit; cambuca; carandas-plum; carob; cashew apple; Ceylon iron wood; Ceylon olive; cherry-of-the-Rio-Grande; Chinese olive, black; Chinese olive, white; chirauli-nut; ciruela verde; cocoplum; date; Davidson�s plum; desert-date; doum palm coconut; false sandalwood; feijoa; fig; fragant manjack; gooseberry, abyssinian; gooseberry, Ceylon; gooseberry, Indian; gooseberry, otaheite; governor�s plum; grumichama; guabiroba; guava; guava"
"23. TROPICAL AND SUBTROPICAL FRUIT, EDIBLE PEEL GROUP (cont)"	"berry; guava, Brazilian; guava, cattley;guava, Costa Rican; guava, Para;guava, purple strawberry; guava,strawberry; guava, yellow strawberry;guayabillo; illawarra plum; imbe;imbu; Indian-plum; jaboticaba;Jamaica-cherry; jambolan; jelly palm;jujube, Indian; kaffir-plum; kakaduplum; kapundung; karanda; kwai muk;lemon aspen; mangaba; Marian plum;mombin, Malayan; mombin, purple;mombin, yellow; monkeyfruit; monosplum; mountain cherry; nance; natalplum; noni; olive; papaya, mountain;pataua; peach palm, fruit; persimmon,black; persimmon, Japanese; pitomba;plum-of-Martinique; pomerac; rambai;rose apple; rukam; rumberry; seagrape; sentul; sete-capotes; silver aspen;starfruit; Surinam cherry; tamarind;uvalha; water apple; water pear; waterberry; wax jambu; cultivars, varieties,and hybrids of these commodities"
"23A. Tropical and subtropical, small fruit, edible peel subgroup"	"Acerola; African plum; agritos;almondette; appleberry; arbutus berry;bayberry, red; bignay; breadnut;cabeluda; carandas-plum; Ceylon ironwood; Ceylon olive;cherry-of-the-Rio-Grande; Chineseolive, black; Chinese olive, white;chirauli-nut; cocoplum; desert-date;false sandalwood; fragant manjack;gooseberry, abyssinian; gooseberry,Ceylon; gooseberry, otaheite;governor�s plum; grumichama;guabiroba; guava berry; guava,Brazilian; guava, Costa Rican;guayabillo; illawarra plum;Indian-plum; Jamaica-cherry;jambolan; kaffir-plum; kakadu plum;kapundung; karanda; lemon aspen;"
"23A. Tropical and Subtropical, Small fruit, edible peel subgroup (cont)"	"mombin, yellow; monos plum; mountain cherry; olive; persimmon, black; pitomba; plum-of-Martinique; rukam; rumberry; sea grape; sete-capotes; silver aspen; water apple; water pear; water berry; wax jambu; cultivars, varieties, and hybrids of these commodities."
"23B. Tropical and Subtropical, Medium to large fruit, edible peel subgroup"	"Achachairu; ambarella; araza; babaco; bilimbi; borojo; cajou, fruit; cambuca; carob; cashew apple; ciruela verde; davidson�s plum; feijoa; fig; gooseberry, Indian; guava; guava, cattley; guava, Para; guava, purple strawberry; guava, strawberry; guava, yellow strawberry; imbe; imbu; jaboticaba; jujube, Indian; kwai muk; mangaba; Marian plum; mombin, Malayan; mombin, purple; monkeyfruit; nance; natal plum; noni; papaya, mountain; persimmon, Japanese; pomerac; rambai; rose apple; sentul; starfruit; Surinam cherry; tamarind; uvalha; cultivars, varieties, and hybrids of these commodities."
"23C. Tropical and Subtropical, Palm fruit, edible peel subgroup"	"Acai; apak palm; bacaba palm; bacaba-de-leque; date; doum palm coconut; jelly palm; pataua; peach palm, fruit; cultivars, varieties, and hybrids of these commodities."
"24. TROPICAL AND SUBTROPICAL FRUIT, INEDIBLE PEEL GROUP"	"Abiu; aisen; akee apple; atemoya; avocado; avocado, Guatemalan; avocado, Mexican; avocado, West Indian; bacury; bael fruit; banana; banana, dwarf; binjai; biriba; breadfruit; Burmese grape; canistel; cat�s-eyes; champedak; cherimoya;"
"24. TROPICAL AND SUBTROPICAL FRUIT, INEDIBLE PEEL GROUP (cont)"	"cupuacu; custard apple; dragon fruit;durian; elephant-apple; etambe;granadilla; granadilla, giant; ilama;inga; jackfruit; jatoba; karuka; keiapple; langsat; lanjut; longan; lucuma;lychee; mabolo; madras-thorn;mammy-apple; manduro; mango;mango, horse; mango, Saipan;mangosteen; marang; marmaladebox;matisia; mesquite; mongongo, fruit;monkey-bread-tree; monstera;nicobar-breadfruit; paho; pandanus;papaya; passionflower, winged-stem;passionfruit; passionfruit, banana;passionfruit, purple; passionfruit,yellow; pawpaw, common; pawpaw,small-flower; pelipisan; pequi; pequia;persimmon, American; pineapple;pitahaya; pitaya; pitaya, amarillo;pitaya, roja; pitaya, yellow; plantain;pomegranate; poshte; prickly pear,fruit; prickly pear, Texas, fruit;pulasan; quandong; rambutan;saguaro; sapodilla; sapote, black;sapote, green; sapote, mamey; sapote,white; sataw; satinleaf; screw-pine;Sierra Leone-tamarind; soncoya;soursop; Spanish lime; star apple; sugarapple; sun sapote;tamarind-of-the-Indies; velvettamarind; wampi; white star apple;wild loquat; cultivars, varieties, andhybrids of these commodities"
"24A. Tropical and Subtropical, Small fruit, inedible peel subgroup"	"Aisen; bael fruit; Burmese grape;cat�s-eyes; inga; longan; lychee;madras-thorn; manduro; matisia;mesquite; mongongo, fruit; pawpaw,small-flower; satinleaf; SierraLeone-tamarind; Spanish lime; velvet""tamarind; wampi; white star apple; cultivars, varieties, and hybrids of thesecommodities."""
"24B. Tropical and Subtropical, Medium to large fruit, smooth, inedible peel subgroup"	"Abiu; akee apple; avocado; avocado,Guatemalan; avocado, Mexican;avocado, West Indian; bacury; banana;banana, dwarf; binjai; canistel;cupuacu; etambe; jatoba; kei apple;langsat; lanjut; lucuma; mabolo;mango; mango, horse; mango, Saipan;mangosteen; paho; papaya; pawpaw,common; pelipisan; pequi; pequia;persimmon, American; plantain;pomegranate; poshte; quandong;sapote, black; sapote, green; sapote,white; sataw; screw-pine; star apple;tamarind-of-the-Indies; wild loquat;cultivars, varieties, and hybrids of thesecommodities."
"24C. Tropical and Subtropical, Medium to large fruit, rough or hairy, inedible peel subgroup"	"Atemoya; biriba; breadfruit;champedak; cherimoya; custard apple;durian; elephant-apple; ilama;jackfruit; karuka; mammy-apple;marang; marmaladebox; monkey-breadtree; nicobar-breadfruit; pandanus;pineapple; pulasan; rambutan;sapodilla; sapote, mamey; soncoya;soursop; sugar apple; sun sapote;cultivars, varieties, and hybrids of thesecommodities."
"24D. Tropical and Subtropical, Cactus, inedible peel subgroup"	"Dragon fruit; pitahaya; pitaya; pitaya,amarillo; pitaya, roja; pitaya, yellow;prickly pear, fruit; prickly pear, Texas,fruit; saguaro; cultivars, varieties, andhybrids of these commodities."
"24E. Tropical and Subtropical, Vine, inedible peel subgroup"	"Granadilla; granadilla, giant; monstera;passionflower, winged-stem;passionfruit; passionfruit, banana;passionfruit, purple; passionfruit,yellow; cultivars, varieties, and hybridsof these commodities."
25. HERB CROP GROUP	"Agrimony, fresh leaves; Agrimony, dried leaves; Amla, fresh leaves; Amla, dried leaves; Angelica, fresh leaves; Angelica, dried leaves; Angelica, dahurian, fresh leaves; Angelica, dahurian, dried leaves;Applemint, fresh leaves; Applemint, driedleaves; Avarum, fresh leaves; Avarum,dried leaves; Balloon pea, fresh leaves;Balloon pea, dried leaves; Balm, freshleaves; Balm, dried leaves; Barrenwort,fresh leaves; Barrenwort, dried leaves;Basil, fresh leaves; Basil, dried leaves;Basil, American, fresh leaves; Basil,American, dried leaves; Basil, Greek, freshleaves; Basil, Greek, dried leaves; Basil,holy, fresh leaves; Basil, holy, driedleaves; Basil, lemon, fresh leaves; Basil,lemon, dried leaves; Basil, Russian, freshleaves; Basil, Russian, dried leaves; Bay,fresh leaves; Bay, dried leaves; Bearberry,fresh leaves; Bearberry, dried leaves;Bisongrass, fresh leaves; Bisongrass, driedleaves; Blue mallow, fresh leaves; Bluemallow, dried leaves; Boneset, freshleaves; Boneset, dried leaves; Borage,fresh leaves; Borage, dried leaves; Borage,Indian, fresh leaves; Borage, Indian, driedleaves; Burnet, fresh leaves; Burnet, driedleaves; Burnet, garden, fresh leaves;Burnet, garden, dried leaves; Burnet,salad, fresh leaves; Burnet, salad, driedleaves; Butterbur, fresh leaves; Butterbur,dried leaves; Calamint, fresh leaves;"
25. HERB CROP GROUP (cont)	"Calamint, dried leaves; Calamint, large-flower, fresh leaves; Calamint, large-flower, dried leaves; Calamint, lesser, fresh leaves; Calamint, lesser, dried leaves; Calendula, fresh leaves; Calendula, dried leaves; Caltrop, fresh leaves; Caltrop, dried leaves; Camomile (Chamomile), fresh leaves; Camomile (Chamomile) dried leaves; Camomile (Chamomile), German, fresh leaves; Camomile (Chamomile), German, dried leaves; Camomile (Chamomile), Roman, fresh leaves; Camomile (Chamomile), Roman, dried leaves; Caraway, fresh leaves; Caraway, dried leaves; Cat�s claw, fresh leaves; Cat�s claw, dried leaves; Catnip, fresh leaves; Catnip, dried leaves; Catnip, Japanese, fresh leaves; Catnip, Japanese, dried leaves; Celandine, greater, fresh leaves; Celandine, greater, dried leaves; Celandine, lesser, fresh leaves; Celandine, lesser, dried leaves; Celery, dried leaves; Centaury, fresh leaves; Centaury, dried leaves; Chaste tree, fresh leaves; Chaste tree, dried leaves; Chaste tree, Chinese, fresh leaves; Chaste tree, Chinese, dried leaves; Chervil, dried leaves; Chinese blackberry, fresh leaves; Chinese blackberry, dried leaves; Chinese foxglove, fresh leaves; Chinese foxglove, dried leaves; Chive, dried leaves; Chive, Chinese, dried leaves; Cicely, sweet, fresh leaves; Cicely, sweet, dried leaves; Cilantro, dried leaves; Clary, fresh leaves; Clary, dried leaves; Coriander, Bolivian, fresh leaves; Coriander, Bolivian, dried leaves; Coriander, Vietnamese, fresh leaves; Coriander, Vietnamese, dried"
25. HERB CROP GROUP (cont)	"leaves; Costmary, fresh leaves; Costmary dried leaves; Creat, fresh leaves; Creat, dried leaves; Culantro, fresh leaves; Culantro, dried leaves; Curry leaf, fresh leaves; Curry leaf, dried leaves; Curryplant, fresh leaves; Curryplant, dried leaves; Cut leaf, fresh leaves; Cut leaf, dried leaves; Damiana, fresh leaves; Damiana, dried leaves; Dillweed, dried leaves; Dokudami, fresh leaves; Dokudami, dried leaves; Echinacea, fresh leaves; Echinacea, dried leaves; Epazote, fresh leaves; Epazote, dried leaves; Eucommia, fresh leaves; Eucommia, dried leaves; Evening primrose, fresh leaves; Evening primrose, dried leaves; Eyebright, fresh leaves; Eyebright, dried leaves; Fennel, common, fresh leaves; Fennel, common, dried leaves; Fennel, Florence, dried leaves; Fennel, Spanish, fresh leaves; Fennel, Spanish, dried leaves; Fenugreek, fresh leaves; Fenugreek, dried leaves; Feverfew, fresh leaves; Feverfew, dried leaves; Field pennycress, fresh leaves; Field pennycress, dried leaves; Flowers, edible, fresh leaves, multiple species; Flowers, edible, dried leaves, multiple species; Fumitory, fresh leaves; Fumitory, dried leaves; Galbanum, fresh leaves; Galbanum, dried leaves; Galega, fresh leaves; Galega, dried leaves; Gambir, fresh leaves; Gambir, dried leaves; Geranium, fresh leaves; Geranium, dried leaves; Geranium, lemon, fresh leaves; Geranium, lemon, dried leaves; Geranium, rose, fresh leaves; Geranium, rose, dried leaves; Germander, golden, fresh leaves; Germander, golden, dried leaves;"
25. HERB CROP GROUP (cont)	"Goldenrod, European, fresh leaves; Goldenrod, European, dried leaves; Goldenseal, fresh leaves; Goldenseal, dried leaves; Gotu kola, fresh leaves; Gotu kola, dried leaves; Greater periwinkle, fresh leaves; Greater periwinkle, dried leaves; Guayusa, fresh leaves; Guyana, dried leaves; Gumweed, fresh leaves; Gumweed, dried leaves; Gymnema, fresh leaves; Gymnema, dried leaves; Gypsywort, fresh leaves; Gypsywort, dried leaves; Hawthorn, fresh leaves; Hawthorn, dried leaves; Heal-all, fresh leaves; Heal-all, dried leaves; Hemp nettle, fresh leaves; Hemp nettle, dried leaves; Honewort, fresh leaves; Honewort, dried leaves; Honeybush, fresh leaves; Honeybush, dried leaves; Horehound, fresh leaves; Horehound, dried leaves; Horsemint, fresh leaves; Horsemint, dried leaves; Horsetail, fresh leaves; Horsetail, dried leaves; Hyssop, fresh leaves; Hyssop, dried leaves; Hyssop, anise, fresh leaves; Hyssop, anise, dried leaves; Indian tobacco, fresh leaves; Indian tobacco, dried leaves; Ironwort, fresh leaves; Ironwort, dried leaves; Ivy, fresh leaves; Ivy, dried leaves; Jamaica dogwood, fresh leaves; Jamaica dogwood, dried leaves; Jasmine, fresh leaves; Jasmine dried leaves; Labrador tea, fresh leaves; Labrador tea, dried leaves; Lavender, fresh leaves; Lavender, dried leaves; Lemon verbena, fresh leaves; Lemon verbena, dried leaves; Lemongrass, fresh leaves; Lemongrass, dried leaves; Lovage, fresh leaves; Lovage, dried leaves; Love-in-a-mist, fresh leaves;"
25. HERB CROP GROUP (cont)	"Love-in-a-mist, dried leaves; Mamaki, fresh leaves; Mamaki, dried leaves; Marigold, fresh leaves; Marigold, dried leaves; Marigold, African, fresh leaves; Marigold, African, dried leaves; Marigold, Aztec, fresh leaves; Marigold, Aztec, dried leaves; Marigold, French, fresh leaves; Marigold, French, dried leaves; Marigold, Irish lace, fresh leaves; Marigold, Irish lace, dried leaves; Marigold, licorice, fresh leaves; Marigold, licorice, dried leaves; Marigold, Mexican mint, fresh leaves; Marigold Mexican mint, dried leaves; Marigold, signet, fresh leaves; Marigold, signet, dried leaves; Marjoram, fresh leaves; Marjoram, dried leaves; Marjoram, pot, fresh leaves; Marjoram, pot, dried leaves; Marjoram, sweet, fresh leaves; Marjoram, sweet, dried leaves; Marshmallow, fresh leaves; Marshmallow, dried leaves; Meadowsweet, fresh leaves; Meadowsweet dried leaves; Mint, fresh leaves; Mint, dried leaves; Mint, corn, fresh leaves; Mint, corn, dried leaves; Mint, Korean, fresh leaves; Mint Korean, dried leaves; Monarda, fresh leaves; Monarda, dried leaves; Moringa, fresh leaves; Moringa, dried leaves; Motherwort, fresh leaves; Motherwort, dried leaves; Mountainmint, fresh leaves; Mountainmint, dried leaves; Mountainmint, clustered, fresh leaves; Mountainmint, clustered, dried leaves; Mountainmint, hoary, fresh leaves; Mountainmint, hoary, dried leaves; Mountainmint, Virginia, fresh leaves; Mountainmint, Virginia, dried leaves; Mountainmint, whorled, fresh leaves;"
25. HERB CROP GROUP (cont)	"Mountainmint, whorled, dried leaves; Mugwort, fresh leaves; Mugwort, dried leaves; Mulberry, white, fresh leaves; Mulberry, white, dried leaves; Mullein, fresh leaves; Mullein, dried leaves; Mustard, hedge, fresh leaves; Mustard, hedge, dried leaves; Nasturtium, fresh leaves; Nasturtium, dried leaves; Nasturtium, bush, fresh leaves; Nasturtium, bush, dried leaves; Nasturtium, garden, fresh leaves; Nasturtium, garden, dried leaves; Nettle, stinging, fresh leaves; Nettle, stinging, dried leaves; Oregano, fresh leaves; Oregano, dried leaves; Oregano, Mexican, fresh leaves; Oregano, Mexican, dried leaves; Oregano, Puerto Rico, fresh leaves; Oregano, Puerto Rico, dried leaves; Oswego tea, fresh leaves; Oswego teat, dried leaves; Pandan leaf, fresh leaves; Pandan leaf, dried leaves; Pansy, fresh leaves; Pansy, dried leaves; Paracress, fresh leaves; Paracress dried leaves; Parsley, dried leaves; Partridge berry, fresh leaves; Partridge berry, dried leaves; Patchouli, fresh leaves; Patchouli, dried leaves; Pennyroyal, fresh leaves; Pennyroyal, dried leaves; Pepper leaf, black, fresh leaves; Pepper leaf, black, dried leaves; Peppermint, fresh leaves; Peppermint, dried leaves; Perilla, fresh leaves; Perilla, dried leaves; Pill bearing spurge, fresh leaves; Pill bearing spurge, dried leaves; Pipsissewa, fresh leaves; Pipsissewa, dried leaves; Plantain, common, fresh leaves; Plantain, common, dried leaves; Rooibos, fresh leaves; Rooibos, dried leaves; Rose, fresh leaves;"
25. HERB CROP GROUP (cont)	"Rose, dried leaves; Rosemary, fresh leaves; Rosemary, dried leaves; Sage, fresh leaves; Sage, dried leaves; Sage, Greek, fresh leaves; Sage, Greek, dried leaves; Sage, Spanish, fresh leaves; Sage, Spanish, dried leaves; Sage, white, fresh leaves; Sage, white, dried leaves; Savory, summer, fresh leaves; Savory, summer, dried leaves; Savory, winter, fresh leaves; Savory, winter, dried leaves; Senna, fresh leaves; Senna, dried leaves; Siberian fir, fresh leaves; Siberian fir, dried leaves; Skullcap, fresh leaves; Skullcap, dried leaves; Small flower willow head, fresh leaves; Small flower willow head, dried leaves; Sorrel, fresh leaves; Sorrel, dried leaves; Sorrel, French, fresh leaves; Sorrel, French, dried leaves; Sorrel, garden, fresh leaves; Sorrel, garden, dried leaves; Southernwood, fresh leaves; Southernwood, dried leaves; Spearmint, fresh leaves; Spearmint, dried leaves; Spearmint, Scotch, fresh leaves; Spearmint, Scotch, dried leaves; Spilanthes, fresh leaves; Spilanthes, dried leaves; Spotted beebalm, fresh leaves; Spotted beebalm, dried leaves; St. John�s Wort, fresh leaves; St. John�s Wort, dried leaves; Stevia, fresh leaves; Stevia, dried leaves; Stoneroot, fresh leaves; Stoneroot, dried leaves; Swamp leaf, fresh leaves; Swamp leaf, dried leaves; Tansy, fresh leaves; Tansy, dried leaves; Tarragon, fresh leaves; Tarragon, dried leaves; Thuja, fresh leaves; Thuja, dried leaves; Thyme, fresh leaves; Thyme, dried leaves; Thyme, creeping, fresh leaves; Thyme, creeping, dried leaves; Thyme, lemon, fresh leaves;"
25. HERB CROP GROUP (cont)	"Thyme, lemon, dried leaves; Thyme, mastic, fresh leaves; Thyme, mastic, dried leaves; Toon, Chinese, fresh leaves; Toon, Chinese, dried leaves; Toothed clubmoss, fresh leaves; Toothed clubmoss, dried leaves; Trailing arbutus, fresh leaves; Trailing arbutus, dried leaves; Vasaka, fresh leaves; Vasaka, dried leaves; Verbena, blue, fresh leaves; Verbena, blue, dried leaves; Veronica, fresh leaves; Veronica, dried leaves; Violet, fresh leaves; Violet, dried leaves; Watermint, fresh leaves; Watermint, dried leaves; Waterpepper, fresh leaves; Waterpepper, dried leaves; Wild bergamot, fresh leaves; Wild bergamot, dried leaves; Wintergreen, fresh leaves; Wintergreen, dried leaves; Wood betony, fresh leaves; Wood betony, dried leaves; Woodruff, fresh leaves; Woodruff, dried leaves; Wormwood, fresh leaves; Wormwood, dried leaves; Wormwood, Roman, fresh leaves; Wormwood, Roman, dried leaves; Yarrow, fresh leaves; Yarrow, dried leaves; Yellow gentian, fresh leaves; Yellow gentian, dried leaves; Yerba santa, fresh leaves; Yerba santa, dried leaves; Yomogi, fresh leaves; Yomogi, dried leaves; Cultivars, varieties, and hybrids of these commodities."
25A. Herb fresh leaves subgroup	"Agrimony, fresh leaves; Amla, fresh leaves; Angelica, fresh leaves; Angelica, dahurian, fresh leaves; Applemint, fresh leaves; Avarum, fresh leaves; Balloon pea, fresh leaves; Balm, fresh leaves; Barrenwort, fresh leaves; Basil, fresh leaves; Basil, American, fresh leaves; Basil, Greek, fresh leaves; Basil, holy,"
25A. Herb fresh leaves subgroup (cont)	"fresh leaves; Basil, lemon, fresh leaves; Basil, Russian, fresh leaves; Bay, fresh leaves; Bearberry, fresh leaves; Bisongrass, fresh leaves; Blue mallow, fresh leaves; Boneset, fresh leaves; Borage, fresh leaves; Borage, Indian, fresh leaves; Burnet, fresh leaves; Burnet, garden, fresh leaves; Burnet, salad, fresh leaves; Butterbur, fresh leaves; Calamint, fresh leaves; Calamint, large-flower, fresh leaves; Calamint, lesser, fresh leaves; Calendula, fresh leaves; Caltrop, fresh leaves; Camomile (Chamomile), fresh leaves; Camomile (Chamomile), German, fresh leaves; Camomile (Chamomile), Roman, fresh leaves; Caraway, fresh leaves; Cat�s claw, fresh leaves; Catnip, fresh leaves; Catnip, Japanese, fresh leaves; Celandine, greater, fresh leaves; Celandine, lesser, fresh leaves; Centaury, fresh leaves; Chaste tree, fresh leaves; Chaste tree, Chinese, fresh leaves; Chinese blackberry, fresh leaves; Chinese foxglove, fresh leaves; Cicely, sweet, fresh leaves; Clary, fresh leaves; Coriander, Bolivian, fresh leaves; Coriander, Vietnamese, fresh leaves; Costmary, fresh leaves; Creat,  fresh leavers; Culantro, fresh leaves; Curry leaf, fresh leaves; Curryplant, fresh leaves; Cut leaf, fresh leaves; Damiana, fresh leaves; Dokudami, fresh leaves; Echinacea, fresh leaves; Epazote, fresh leaves; Eucommia, fresh leaves; Evening primrose, fresh leaves; Eyebright, fresh leaves; Fennel, common, fresh leaves; Fennel, Spanish, fresh leaves; Fenugreek, fresh leaves; Feverfew, fresh leaves; Field pennycress, fresh leaves; Flowers, edible,"
25A. Herb fresh leaves subgroup (cont)	"fresh, multiple species; Fumitory, fresh leaves; Galbanum, fresh leaves; Galega, fresh leaves; Gambir, fresh leaves; Geranium, fresh leaves; Geranium, lemon, fresh leaves; Geranium, rose, fresh leaves; Germander, golden, fresh leaves; Goldenrod, European, fresh leaves; Goldenseal, fresh leaves; Gotu kola, fresh leaves; Greater periwinkle, fresh leaves; Guayusa, fresh leaves; Gumweed, fresh leaves; Gymnema, fresh leaves; Gypsywort, fresh leaves; Hawthorn, fresh leaves; Heal-all, fresh leaves; Hemp nettle, fresh leaves; Honewort, fresh leaves; Honeybush, fresh leaves; Horehound, fresh leaves; Horsemint, fresh leaves; Horsetail, fresh leaves; Hyssop, fresh leaves; Hyssop, anise, fresh leaves; Indian tobacco, fresh leaves; Ironwort, fresh leaves; Ivy, fresh leaves; Jamaica dogwood, fresh leaves; Jasmine, fresh leaves; Labrador tea, fresh leaves; Lavender, fresh leaves; Lemon verbena, fresh leaves; Lemongrass, fresh leaves; Lovage, fresh leaves; Love-in-a-mist, fresh leaves; Mamaki, fresh leaves; Marigold, fresh leaves; Marigold, African, fresh leaves; Marigold, Aztec, fresh leaves; Marigold, French, fresh leaves; Marigold, Irish lace, fresh leaves; Marigold, licorice, fresh leaves; Marigold, Mexican mint, fresh leaves; Marigold, signet, fresh leaves; Marjoram, fresh leaves; Marjoram, pot, fresh leaves; Marjoram, sweet, fresh leaves; Marshmallow, fresh leaves; Meadowsweet, fresh leaves; Mint, fresh leaves; Mint, corn, fresh leaves; Mint, Korean, fresh leaves; Monarda, fresh"
25A. Herb fresh leaves subgroup (cont)	"leaves; Moringa, fresh leaves; Motherwort, fresh leaves; Mountainmint, fresh leaves; Mountainmint, clustered, fresh leaves; Mountainmint, hoary, fresh leaves; Mountainmint, Virginia, fresh leaves; Mountainmint, whorled, fresh leaves; Mugwort, fresh leaves; Mulberry, white, fresh leaves; Mullein, fresh leaves; Mustard, hedge, fresh leaves; Nasturtium, fresh leaves; Nasturtium, bush, fresh leaves; Nasturtium, garden, fresh leaves; Nettle, stinging, fresh leaves; Oregano, fresh leaves; Oregano, Mexican, fresh leaves; Oregano, Puerto Rico, fresh leaves; Oswego tea, fresh leaves; Pandan leaf, fresh leaves; Pansy, fresh leaves; Paracress, fresh leaves; Partridge berry, fresh leaves; Patchouli, fresh leaves; Pennyroyal, fresh leaves; Pepper leaf, black, fresh leaves; Peppermint, fresh leaves; Perilla, fresh leaves; Pill bearing spurge, fresh leaves; Pipsissewa, fresh leaves; Plantain, common, fresh leaves; Rooibos, fresh leaves; Rose, fresh leaves; Rosemary, fresh leaves; Sage, fresh leaves; Sage, Greek, fresh leaves; Sage, Spanish, fresh leaves; Sage, white, fresh leaves; Savory, summer, fresh leaves; Savory, winter, fresh leaves; Senna, fresh leaves; Siberian fir, fresh leaves; Skullcap, fresh leaves; Small flower willow head, fresh leaves; Sorrel, fresh leaves; Sorrel, French, fresh leaves; Sorrel, garden, fresh leaves; Southernwood, fresh leaves; Spearmint, fresh leaves; Spearmint, Scotch, fresh leaves; Spilanthes, fresh leaves; Spotted beebalm, fresh leaves; St. John�s Wort, fresh leaves; Stevia, fresh leaves;"
25A. Herb fresh leaves subgroup (cont)	"Stoneroot, fresh leaves; Swamp leaf, fresh leaves; Tansy, fresh leaves; Tarragon, fresh leaves; Thuja, fresh leaves; Thyme, fresh leaves; Thyme, creeping, fresh leaves; Thyme, lemon, fresh leaves; Thyme, mastic, fresh leaves; Toon, Chinese, fresh leaves; Toothed clubmoss, fresh leaves; Trailing arbutus, fresh leaves; Vasaka, fresh leaves; Verbena, blue, fresh leaves; Veronica, fresh leaves; Violet, fresh leaves; Watermint, fresh leaves; Waterpepper, fresh leaves; Wild bergamot, fresh leaves; Wintergreen, fresh leaves; Wood betony, fresh leaves; Woodruff, fresh leaves; Wormwood, fresh leaves; Wormwood, Roman, fresh leaves; Yarrow, fresh leaves; Yellow gentian, fresh leaves; Yerba santa, fresh leaves; Yomogi, fresh leaves; Cultivars, varieties, and hybrids of these commodities."
25B. Herb dried leaves subgroup	"Agrimony, dried leaves; Amla, dried leaves; Angelica, dried leaves; Angelica, dahurian, dried leaves; Applemint, dried leaves; Avarum, dried leaves; Balloon pea, dried leaves; Balm, dried leaves; Barrenwort, dried leaves; Basil, dried leaves; Basil, American, dried leaves; Basil, Greek, dried leaves; Basil, holy, dried leaves; Basil, lemon, dried leaves; Basil, Russian, dried leaves; Bay, dried leaves; Bearberry, dried leaves; Bisongrass, dried leaves; Blue mallow, dried leaves; Boneset, dried leaves; Borage, dried leaves; Borage, Indian, dried leaves; Burnet, dried leaves; Burnet, garden, dried leaves; Burnet, salad, dried leaves; Butterbur, dried leaves; Calamint, dried leaves; Calamint, large-flower, dried"
25B. Herb dried leaves subgroup (cont)	"leaves; Calamint, lesser, dried leaves; Calendula, dried leaves; Caltrop, dried leaves; Camomile (Chamomile), dried leaves; Camomile (Chamomile), German, dried leaves; Camomile (Chamomile), Roman, dried leaves; Caraway, dried leaves; Cat�s claw, dried leaves; Catnip, dried leaves; Catnip, Japanese, dried leaves; Celandine, greater, dried leaves; Celandine, lesser, dried leaves; Celery, dried leaves; Centaury, dried leaves; Chaste tree, dried leaves; Chaste tree, Chinese, dried leaves; Chervil, dried leaves; Chinese blackberry, dried leaves; Chinese foxglove, dried leaves; Chive, dried leaves; Chive, Chinese, dried leaves; Cicely, sweet, dried leaves; Cilantro, dried leaves; Clary, dried leaves; Coriander, Bolivian, dried leaves; Coriander, Vietnamese, dried leaves; Costmary, dried leaves; Creat, dried leaves; Culantro, dried leaves; Curry leaf, dried leaves; Curryplant, dried leaves; Cut leaf, dried leaves; Damiana, dried leaves; Dillweed, dried leaves; Dokudami, dried leaves; Echinacea, dried leaves; Epazote, dried leaves; Eucommia, dried leaves; Evening primrose, dried leaves; Eyebright, dried leaves; Fennel, common, dried leaves; Fennel, Florence, dried leaves; Fennel, Spanish, dried leaves; Fenugreek, dried leaves; Feverfew, dried leaves; Field pennycress, dried leaves; Flowers, edible, dried, multiple species; Fumitory, dried leaves; Galbanum, dried leaves; Galega, dried leaves; Gambir, dried leaves; Geranium, dried leaves; Geranium, lemon, dried leaves; Geranium, rose, dried leaves;"
